date,home_team,home_continent,away_team,away_continent,team,scorer,minute,own_goal,penalty
11/10/1929,Argentina,South America,Paraguay,South America,Argentina,Mario Evaristo,7,FALSE,FALSE
11/10/1929,Argentina,South America,Paraguay,South America,Argentina,Manuel Ferreira,24,FALSE,FALSE
11/10/1929,Argentina,South America,Paraguay,South America,Argentina,Manuel Ferreira,48,FALSE,FALSE
11/10/1929,Argentina,South America,Paraguay,South America,Argentina,Roberto Cherro,50,FALSE,FALSE
11/10/1929,Argentina,South America,Paraguay,South America,Paraguay,Diógenes Domínguez,56,FALSE,FALSE
11/11/1929,Peru,South America,Uruguay,South America,Uruguay,Lorenzo Fernández,21,FALSE,FALSE
11/11/1929,Peru,South America,Uruguay,South America,Uruguay,Lorenzo Fernández,29,FALSE,FALSE
11/11/1929,Peru,South America,Uruguay,South America,Uruguay,Lorenzo Fernández,43,FALSE,FALSE
11/11/1929,Peru,South America,Uruguay,South America,Uruguay,José Leandro Andrade,69,FALSE,FALSE
11/11/1929,Peru,South America,Uruguay,South America,Peru,Agustín Lizarbe,81,FALSE,FALSE
11/16/1929,Paraguay,South America,Peru,South America,Paraguay,Lino Nessi,10,FALSE,FALSE
11/16/1929,Paraguay,South America,Peru,South America,Paraguay,Aurelio González,55,FALSE,FALSE
11/16/1929,Paraguay,South America,Peru,South America,Paraguay,Aurelio González,63,FALSE,FALSE
11/16/1929,Paraguay,South America,Peru,South America,Paraguay,Aurelio González,69,FALSE,FALSE
11/16/1929,Paraguay,South America,Peru,South America,Paraguay,Diógenes Domínguez,82,FALSE,FALSE
11/17/1929,Argentina,South America,Uruguay,South America,Argentina,Manuel Ferreira,14,FALSE,FALSE
11/17/1929,Argentina,South America,Uruguay,South America,Argentina,Mario Evaristo,77,FALSE,FALSE
7/13/1930,Belgium,Europe,United States,North America,United States,Bart McGhee,23,FALSE,FALSE
7/13/1930,Belgium,Europe,United States,North America,United States,Tom Florie,45,FALSE,FALSE
7/13/1930,Belgium,Europe,United States,North America,United States,Bert Patenaude,69,FALSE,FALSE
7/13/1930,France,Europe,Mexico,North America,France,Lucien Laurent,19,FALSE,FALSE
7/13/1930,France,Europe,Mexico,North America,France,Marcel Langiller,40,FALSE,FALSE
7/13/1930,France,Europe,Mexico,North America,France,André Maschinot,43,FALSE,FALSE
7/13/1930,France,Europe,Mexico,North America,Mexico,Juan Carreño,70,FALSE,FALSE
7/13/1930,France,Europe,Mexico,North America,France,André Maschinot,87,FALSE,FALSE
7/14/1930,Brazil,South America,Yugoslavia,Europe,Yugoslavia,Aleksandar Tirnanić,21,FALSE,FALSE
7/14/1930,Brazil,South America,Yugoslavia,Europe,Yugoslavia,Ivan Bek,30,FALSE,FALSE
7/14/1930,Brazil,South America,Yugoslavia,Europe,Brazil,Preguinho,62,FALSE,FALSE
7/14/1930,Peru,South America,Romania,Europe,Romania,Adalbert Deşu,1,FALSE,FALSE
7/14/1930,Peru,South America,Romania,Europe,Peru,Luis de Souza,75,FALSE,FALSE
7/14/1930,Peru,South America,Romania,Europe,Romania,Constantin Stanciu,79,FALSE,FALSE
7/14/1930,Peru,South America,Romania,Europe,Romania,Miklós Kovács,89,FALSE,FALSE
7/15/1930,Argentina,South America,France,Europe,Argentina,Luis Monti,81,FALSE,FALSE
7/16/1930,Chile,South America,Mexico,North America,Chile,Carlos Vidal,3,FALSE,FALSE
7/16/1930,Chile,South America,Mexico,North America,Chile,Manuel Rosas,52,TRUE,FALSE
7/16/1930,Chile,South America,Mexico,North America,Chile,Carlos Vidal,65,FALSE,FALSE
7/17/1930,Bolivia,South America,Yugoslavia,Europe,Yugoslavia,Ivan Bek,60,FALSE,FALSE
7/17/1930,Bolivia,South America,Yugoslavia,Europe,Yugoslavia,Blagoje Marjanović,65,FALSE,FALSE
7/17/1930,Bolivia,South America,Yugoslavia,Europe,Yugoslavia,Ivan Bek,67,FALSE,FALSE
7/17/1930,Bolivia,South America,Yugoslavia,Europe,Yugoslavia,Đorđe Vujadinović,85,FALSE,FALSE
7/17/1930,Paraguay,South America,United States,North America,United States,Bert Patenaude,10,FALSE,FALSE
7/17/1930,Paraguay,South America,United States,North America,United States,Bert Patenaude,15,FALSE,FALSE
7/17/1930,Paraguay,South America,United States,North America,United States,Bert Patenaude,50,FALSE,FALSE
7/18/1930,Uruguay,South America,Peru,South America,Uruguay,Héctor Castro,65,FALSE,FALSE
7/19/1930,Argentina,South America,Mexico,North America,Argentina,Guillermo Stábile,8,FALSE,FALSE
7/19/1930,Argentina,South America,Mexico,North America,Argentina,Adolfo Zumelzú,12,FALSE,FALSE
7/19/1930,Argentina,South America,Mexico,North America,Argentina,Guillermo Stábile,17,FALSE,FALSE
7/19/1930,Argentina,South America,Mexico,North America,Mexico,Manuel Rosas,42,FALSE,TRUE
7/19/1930,Argentina,South America,Mexico,North America,Argentina,Francisco Varallo,53,FALSE,FALSE
7/19/1930,Argentina,South America,Mexico,North America,Argentina,Adolfo Zumelzú,55,FALSE,FALSE
7/19/1930,Argentina,South America,Mexico,North America,Mexico,Manuel Rosas,65,FALSE,FALSE
7/19/1930,Argentina,South America,Mexico,North America,Mexico,Roberto Gayón,75,FALSE,FALSE
7/19/1930,Argentina,South America,Mexico,North America,Argentina,Guillermo Stábile,80,FALSE,FALSE
7/19/1930,Chile,South America,France,Europe,Chile,Guillermo Subiabre,67,FALSE,FALSE
7/20/1930,Belgium,Europe,Paraguay,South America,Paraguay,Luis Vargas Peña,40,FALSE,FALSE
7/20/1930,Bolivia,South America,Brazil,South America,Brazil,Moderato Wisintainer,37,FALSE,FALSE
7/20/1930,Bolivia,South America,Brazil,South America,Brazil,Preguinho,57,FALSE,FALSE
7/20/1930,Bolivia,South America,Brazil,South America,Brazil,Moderato Wisintainer,73,FALSE,FALSE
7/20/1930,Bolivia,South America,Brazil,South America,Brazil,Preguinho,83,FALSE,FALSE
7/21/1930,Uruguay,South America,Romania,Europe,Uruguay,Pablo Dorado,7,FALSE,FALSE
7/21/1930,Uruguay,South America,Romania,Europe,Uruguay,Héctor Scarone,26,FALSE,FALSE
7/21/1930,Uruguay,South America,Romania,Europe,Uruguay,Peregrino Anselmo,31,FALSE,FALSE
7/21/1930,Uruguay,South America,Romania,Europe,Uruguay,Pedro Cea,35,FALSE,FALSE
7/22/1930,Argentina,South America,Chile,South America,Argentina,Guillermo Stábile,12,FALSE,FALSE
7/22/1930,Argentina,South America,Chile,South America,Argentina,Guillermo Stábile,13,FALSE,FALSE
7/22/1930,Argentina,South America,Chile,South America,Chile,Guillermo Subiabre,15,FALSE,FALSE
7/22/1930,Argentina,South America,Chile,South America,Argentina,Mario Evaristo,51,FALSE,FALSE
7/26/1930,Argentina,South America,United States,North America,Argentina,Luis Monti,20,FALSE,FALSE
7/26/1930,Argentina,South America,United States,North America,Argentina,Alejandro Scopelli,56,FALSE,FALSE
7/26/1930,Argentina,South America,United States,North America,Argentina,Guillermo Stábile,69,FALSE,FALSE
7/26/1930,Argentina,South America,United States,North America,Argentina,Carlos Peucelle,80,FALSE,FALSE
7/26/1930,Argentina,South America,United States,North America,Argentina,Carlos Peucelle,85,FALSE,FALSE
7/26/1930,Argentina,South America,United States,North America,Argentina,Guillermo Stábile,87,FALSE,FALSE
7/26/1930,Argentina,South America,United States,North America,United States,Jim Brown,89,FALSE,FALSE
7/27/1930,Uruguay,South America,Yugoslavia,Europe,Yugoslavia,Đorđe Vujadinović,4,FALSE,FALSE
7/27/1930,Uruguay,South America,Yugoslavia,Europe,Uruguay,Pedro Cea,18,FALSE,FALSE
7/27/1930,Uruguay,South America,Yugoslavia,Europe,Uruguay,Peregrino Anselmo,20,FALSE,FALSE
7/27/1930,Uruguay,South America,Yugoslavia,Europe,Uruguay,Peregrino Anselmo,31,FALSE,FALSE
7/27/1930,Uruguay,South America,Yugoslavia,Europe,Uruguay,Santos Iriarte,61,FALSE,FALSE
7/27/1930,Uruguay,South America,Yugoslavia,Europe,Uruguay,Pedro Cea,67,FALSE,FALSE
7/27/1930,Uruguay,South America,Yugoslavia,Europe,Uruguay,Pedro Cea,72,FALSE,FALSE
7/30/1930,Uruguay,South America,Argentina,South America,Uruguay,Pablo Dorado,12,FALSE,FALSE
7/30/1930,Uruguay,South America,Argentina,South America,Argentina,Carlos Peucelle,20,FALSE,FALSE
7/30/1930,Uruguay,South America,Argentina,South America,Argentina,Guillermo Stábile,37,FALSE,FALSE
7/30/1930,Uruguay,South America,Argentina,South America,Uruguay,Pedro Cea,57,FALSE,FALSE
7/30/1930,Uruguay,South America,Argentina,South America,Uruguay,Santos Iriarte,68,FALSE,FALSE
7/30/1930,Uruguay,South America,Argentina,South America,Uruguay,Héctor Castro,89,FALSE,FALSE
6/11/1933,Sweden,Europe,Estonia,Europe,Sweden,Knut Kroon,7,FALSE,FALSE
6/11/1933,Sweden,Europe,Estonia,Europe,Sweden,Lennart Bunke,10,FALSE,FALSE
6/11/1933,Sweden,Europe,Estonia,Europe,Sweden,Bertil Ericsson,13,FALSE,FALSE
6/11/1933,Sweden,Europe,Estonia,Europe,Sweden,Torsten Bunke,43,FALSE,FALSE
6/11/1933,Sweden,Europe,Estonia,Europe,Estonia,Leonhard Kass,47,FALSE,FALSE
6/11/1933,Sweden,Europe,Estonia,Europe,Estonia,Richard Kuremaa,61,FALSE,FALSE
6/11/1933,Sweden,Europe,Estonia,Europe,Sweden,Bertil Ericsson,70,FALSE,FALSE
6/11/1933,Sweden,Europe,Estonia,Europe,Sweden,Sven Andersson,79,FALSE,FALSE
6/29/1933,Lithuania,Europe,Sweden,Europe,Sweden,Knut Hansson,55,FALSE,FALSE
6/29/1933,Lithuania,Europe,Sweden,Europe,Sweden,Knut Hansson,65,FALSE,FALSE
9/24/1933,Yugoslavia,Europe,Switzerland,Europe,Yugoslavia,Vladimir Kragić,50,FALSE,FALSE
9/24/1933,Yugoslavia,Europe,Switzerland,Europe,Yugoslavia,Blagoje Marjanović,61,FALSE,FALSE
9/24/1933,Yugoslavia,Europe,Switzerland,Europe,Switzerland,Alessandro Frigerio,76,FALSE,FALSE
9/24/1933,Yugoslavia,Europe,Switzerland,Europe,Switzerland,Willy Jäggi,80,FALSE,FALSE
10/15/1933,Poland,Europe,Czechoslovakia,Europe,Czechoslovakia,Josef Silný,33,FALSE,FALSE
10/15/1933,Poland,Europe,Czechoslovakia,Europe,Poland,Henryk Martyna,52,FALSE,FALSE
10/15/1933,Poland,Europe,Czechoslovakia,Europe,Czechoslovakia,František Pelcner,77,FALSE,FALSE
10/29/1933,Switzerland,Europe,Romania,Europe,Romania,Grațian Sepi,18,FALSE,FALSE
10/29/1933,Switzerland,Europe,Romania,Europe,Romania,Ștefan Dobay,67,FALSE,FALSE
10/29/1933,Switzerland,Europe,Romania,Europe,Switzerland,Ernst Hufschmid,75,FALSE,FALSE
10/29/1933,Switzerland,Europe,Romania,Europe,Switzerland,Erwin Hochsträsser,80,FALSE,TRUE
1/28/1934,Haiti,North America,Cuba,North America,Cuba,Mario López,20,FALSE,TRUE
1/28/1934,Haiti,North America,Cuba,North America,Cuba,Héctor Socorro,61,FALSE,FALSE
1/28/1934,Haiti,North America,Cuba,North America,Cuba,Ángel Martínez,64,FALSE,FALSE
1/28/1934,Haiti,North America,Cuba,North America,Haiti,Robert St. Fort,85,FALSE,TRUE
2/1/1934,Haiti,North America,Cuba,North America,Haiti,Robert St. Fort,25,FALSE,TRUE
2/1/1934,Haiti,North America,Cuba,North America,Cuba,Mario López,85,FALSE,FALSE
2/4/1934,Haiti,North America,Cuba,North America,Cuba,Héctor Socorro,5,FALSE,FALSE
2/4/1934,Haiti,North America,Cuba,North America,Cuba,Mario López,18,FALSE,FALSE
2/4/1934,Haiti,North America,Cuba,North America,Cuba,Francisco Socorro,37,FALSE,FALSE
2/4/1934,Haiti,North America,Cuba,North America,Cuba,Enrique Ferrer,62,FALSE,FALSE
2/4/1934,Haiti,North America,Cuba,North America,Cuba,Salvador Soto,78,FALSE,FALSE
2/4/1934,Haiti,North America,Cuba,North America,Cuba,Mario López,86,FALSE,FALSE
2/25/1934,Republic of Ireland,Europe,Belgium,Europe,Belgium,Jean Capelle,15,FALSE,FALSE
2/25/1934,Republic of Ireland,Europe,Belgium,Europe,Republic of Ireland,Paddy Moore,27,FALSE,FALSE
2/25/1934,Republic of Ireland,Europe,Belgium,Europe,Belgium,Stan Vanden Eynde,30,FALSE,FALSE
2/25/1934,Republic of Ireland,Europe,Belgium,Europe,Belgium,François Vanden Eynde,47,FALSE,FALSE
2/25/1934,Republic of Ireland,Europe,Belgium,Europe,Republic of Ireland,Paddy Moore,48,FALSE,FALSE
2/25/1934,Republic of Ireland,Europe,Belgium,Europe,Republic of Ireland,Paddy Moore,56,FALSE,FALSE
2/25/1934,Republic of Ireland,Europe,Belgium,Europe,Belgium,François Vanden Eynde,60,FALSE,FALSE
2/25/1934,Republic of Ireland,Europe,Belgium,Europe,Republic of Ireland,Paddy Moore,75,FALSE,FALSE
3/4/1934,Mexico,North America,Cuba,North America,Mexico,Dionisio Mejía,12,FALSE,FALSE
3/4/1934,Mexico,North America,Cuba,North America,Mexico,Dionisio Mejía,14,FALSE,FALSE
3/4/1934,Mexico,North America,Cuba,North America,Mexico,Dionisio Mejía,16,FALSE,FALSE
3/4/1934,Mexico,North America,Cuba,North America,Cuba,Mario López,40,FALSE,FALSE
3/4/1934,Mexico,North America,Cuba,North America,Cuba,Mario López,63,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Germany,Josef Rasselnberg,2,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Germany,Willi Wigold,12,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Germany,Ernst Albrecht,24,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Luxembourg,Ernest Mengel,27,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Germany,Karl Hohmann,30,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Germany,Josef Rasselnberg,35,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Germany,Karl Hohmann,52,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Germany,Karl Hohmann,53,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Germany,Josef Rasselnberg,57,FALSE,FALSE
3/11/1934,Luxembourg,Europe,Germany,Europe,Germany,Josef Rasselnberg,89,FALSE,FALSE
3/11/1934,Mexico,North America,Cuba,North America,Mexico,Jorge Sota,24,FALSE,FALSE
3/11/1934,Mexico,North America,Cuba,North America,Mexico,Dionisio Mejía,31,FALSE,FALSE
3/11/1934,Mexico,North America,Cuba,North America,Mexico,Dionisio Mejía,40,FALSE,FALSE
3/11/1934,Mexico,North America,Cuba,North America,Mexico,Felipe Rosas,72,FALSE,FALSE
3/11/1934,Mexico,North America,Cuba,North America,Mexico,Dionisio Mejía,79,FALSE,FALSE
3/11/1934,Spain,Europe,Portugal,Europe,Spain,Eduardo González Valiño,3,FALSE,FALSE
3/11/1934,Spain,Europe,Portugal,Europe,Spain,Isidro Lángara,13,FALSE,FALSE
3/11/1934,Spain,Europe,Portugal,Europe,Spain,Isidro Lángara,14,FALSE,TRUE
3/11/1934,Spain,Europe,Portugal,Europe,Spain,Isidro Lángara,46,FALSE,FALSE
3/11/1934,Spain,Europe,Portugal,Europe,Spain,Luis Regueiro,65,FALSE,FALSE
3/11/1934,Spain,Europe,Portugal,Europe,Spain,Martí Ventolrà,68,FALSE,FALSE
3/11/1934,Spain,Europe,Portugal,Europe,Spain,Luis Regueiro,70,FALSE,FALSE
3/11/1934,Spain,Europe,Portugal,Europe,Spain,Isidro Lángara,71,FALSE,FALSE
3/11/1934,Spain,Europe,Portugal,Europe,Spain,Isidro Lángara,85,FALSE,FALSE
3/16/1934,Egypt,Africa,Israel,Asia,Egypt,Mahmoud Mokhtar El-Tetsh,11,FALSE,FALSE
3/16/1934,Egypt,Africa,Israel,Asia,Egypt,Mostafa Taha,21,FALSE,FALSE
3/16/1934,Egypt,Africa,Israel,Asia,Egypt,Mahmoud Mokhtar El-Tetsh,35,FALSE,FALSE
3/16/1934,Egypt,Africa,Israel,Asia,Egypt,Mohamed Latif,43,FALSE,FALSE
3/16/1934,Egypt,Africa,Israel,Asia,Egypt,Mahmoud Mokhtar El-Tetsh,51,FALSE,FALSE
3/16/1934,Egypt,Africa,Israel,Asia,Israel,Avraham Nudelmann,61,FALSE,FALSE
3/16/1934,Egypt,Africa,Israel,Asia,Egypt,Mostafa Taha,79,FALSE,FALSE
3/16/1934,Egypt,Africa,Israel,Asia,Egypt,Mohamed Latif,87,FALSE,FALSE
3/18/1934,Mexico,North America,Cuba,North America,Cuba,Mario López,15,FALSE,FALSE
3/18/1934,Mexico,North America,Cuba,North America,Mexico,Manuel Alonso,32,FALSE,FALSE
3/18/1934,Mexico,North America,Cuba,North America,Mexico,José Ruvalcaba,41,FALSE,FALSE
3/18/1934,Mexico,North America,Cuba,North America,Mexico,Fernando Marcos,55,FALSE,FALSE
3/18/1934,Mexico,North America,Cuba,North America,Mexico,Manuel Alonso,75,FALSE,FALSE
3/18/1934,Portugal,Europe,Spain,Europe,Portugal,Vítor Silva,10,FALSE,FALSE
3/18/1934,Portugal,Europe,Spain,Europe,Spain,Isidro Lángara,12,FALSE,FALSE
3/18/1934,Portugal,Europe,Spain,Europe,Spain,Isidro Lángara,25,FALSE,FALSE
3/25/1934,Bulgaria,Europe,Hungary,Europe,Bulgaria,Dimitar Baikushev,27,FALSE,FALSE
3/25/1934,Bulgaria,Europe,Hungary,Europe,Hungary,György Sárosi,29,FALSE,FALSE
3/25/1934,Bulgaria,Europe,Hungary,Europe,Hungary,Gábor P. Szabó,61,FALSE,TRUE
3/25/1934,Bulgaria,Europe,Hungary,Europe,Hungary,Géza Toldi,88,FALSE,FALSE
3/25/1934,Bulgaria,Europe,Hungary,Europe,Hungary,Imre Markos,89,FALSE,FALSE
3/25/1934,Italy,Europe,Greece,Europe,Italy,Anfilogino Guarisi,40,FALSE,FALSE
3/25/1934,Italy,Europe,Greece,Europe,Italy,Giuseppe Meazza,44,FALSE,FALSE
3/25/1934,Italy,Europe,Greece,Europe,Italy,Giovanni Ferrari,69,FALSE,FALSE
3/25/1934,Italy,Europe,Greece,Europe,Italy,Giuseppe Meazza,71,FALSE,FALSE
4/6/1934,Israel,Asia,Egypt,Africa,Egypt,Mohamed Latif,2,FALSE,FALSE
4/6/1934,Israel,Asia,Egypt,Africa,Egypt,Mahmoud Mokhtar El-Tetsh,7,FALSE,FALSE
4/6/1934,Israel,Asia,Egypt,Africa,Egypt,Mahmoud Mokhtar El-Tetsh,22,FALSE,FALSE
4/6/1934,Israel,Asia,Egypt,Africa,Egypt,Abdulrahman Fawzi,35,FALSE,FALSE
4/6/1934,Israel,Asia,Egypt,Africa,Israel,Yohanan Sukenik,54,FALSE,FALSE
4/8/1934,Netherlands,Europe,Republic of Ireland,Europe,Netherlands,Kick Smit,41,FALSE,FALSE
4/8/1934,Netherlands,Europe,Republic of Ireland,Europe,Republic of Ireland,Johnny Squires,44,FALSE,FALSE
4/8/1934,Netherlands,Europe,Republic of Ireland,Europe,Republic of Ireland,Paddy Moore,57,FALSE,FALSE
4/8/1934,Netherlands,Europe,Republic of Ireland,Europe,Netherlands,Bep Bakhuys,67,FALSE,FALSE
4/8/1934,Netherlands,Europe,Republic of Ireland,Europe,Netherlands,Bep Bakhuys,78,FALSE,FALSE
4/8/1934,Netherlands,Europe,Republic of Ireland,Europe,Netherlands,Leen Vente,83,FALSE,FALSE
4/8/1934,Netherlands,Europe,Republic of Ireland,Europe,Netherlands,Kick Smit,85,FALSE,FALSE
4/15/1934,Luxembourg,Europe,France,Europe,France,Alfred Aston,3,FALSE,FALSE
4/15/1934,Luxembourg,Europe,France,Europe,France,Jean Nicolas,26,FALSE,FALSE
4/15/1934,Luxembourg,Europe,France,Europe,Luxembourg,Théophile Speicher,47,FALSE,FALSE
4/15/1934,Luxembourg,Europe,France,Europe,France,Jean Nicolas,67,FALSE,FALSE
4/15/1934,Luxembourg,Europe,France,Europe,France,Ernest Liberati,80,FALSE,FALSE
4/15/1934,Luxembourg,Europe,France,Europe,France,Jean Nicolas,85,FALSE,FALSE
4/15/1934,Luxembourg,Europe,France,Europe,France,Jean Nicolas,89,FALSE,TRUE
4/25/1934,Austria,Europe,Bulgaria,Europe,Austria,Johann Horvath,19,FALSE,FALSE
4/25/1934,Austria,Europe,Bulgaria,Europe,Austria,Johann Horvath,22,FALSE,FALSE
4/25/1934,Austria,Europe,Bulgaria,Europe,Austria,Johann Horvath,33,FALSE,FALSE
4/25/1934,Austria,Europe,Bulgaria,Europe,Austria,Karl Zischek,59,FALSE,FALSE
4/25/1934,Austria,Europe,Bulgaria,Europe,Austria,Rudolf Viertl,62,FALSE,FALSE
4/25/1934,Austria,Europe,Bulgaria,Europe,Bulgaria,Mihail Lozanov,66,FALSE,FALSE
4/25/1934,Austria,Europe,Bulgaria,Europe,Austria,Matthias Sindelar,67,FALSE,FALSE
4/29/1934,Belgium,Europe,Netherlands,Europe,Belgium,Laurent Grimmonprez,51,FALSE,FALSE
4/29/1934,Belgium,Europe,Netherlands,Europe,Netherlands,Kick Smit,60,FALSE,FALSE
4/29/1934,Belgium,Europe,Netherlands,Europe,Netherlands,Bep Bakhuys,62,FALSE,FALSE
4/29/1934,Belgium,Europe,Netherlands,Europe,Netherlands,Leen Vente,64,FALSE,FALSE
4/29/1934,Belgium,Europe,Netherlands,Europe,Belgium,Bernard Voorhoof,71,FALSE,FALSE
4/29/1934,Belgium,Europe,Netherlands,Europe,Netherlands,Bep Bakhuys,84,FALSE,FALSE
4/29/1934,Hungary,Europe,Bulgaria,Europe,Hungary,Gábor P. Szabó,9,FALSE,FALSE
4/29/1934,Hungary,Europe,Bulgaria,Europe,Hungary,Gábor P. Szabó,58,FALSE,FALSE
4/29/1934,Hungary,Europe,Bulgaria,Europe,Hungary,József Solti,60,FALSE,FALSE
4/29/1934,Hungary,Europe,Bulgaria,Europe,Bulgaria,Vladimir Todorov,61,FALSE,FALSE
4/29/1934,Hungary,Europe,Bulgaria,Europe,Hungary,József Solti,73,FALSE,FALSE
4/29/1934,Romania,Europe,Yugoslavia,Europe,Romania,Sándor Schwartz,38,FALSE,FALSE
4/29/1934,Romania,Europe,Yugoslavia,Europe,Yugoslavia,Vladimir Kragić,71,FALSE,FALSE
4/29/1934,Romania,Europe,Yugoslavia,Europe,Romania,Ștefan Dobay,74,FALSE,FALSE
5/24/1934,Mexico,North America,United States,North America,Mexico,Manuel Alonso,25,FALSE,FALSE
